Lead Number,Lead Origin,Lead Source,Notes,Lead Stage,Engagement Score,TotalVisits,Page Views Per Visit,Average Time Per Visit,Last Activity,Last Activity Date,Lead Conversion Date,Cityold,Specialization,Entrance Test,What is your current occupation
655241,Landing Page Submission,Google,,Unreachable,0,9,3,66.17,Page Visited on Website,1/8/16 5:46,26-07-2016 8:27,Mumbai,Finance Management,MAT,Unemployed
655240,API,Organic Search,,Junk Lead,0,3,1.5,263.5,Email Opened,26-07-2016 9:01,26-07-2016 8:53,Ahmedabad,Select Specialization,MAT,Student
655227,API,Google,,Unreachable,0,2,2,319,Email Opened,4/8/16 13:50,26-07-2016 8:21,Mumbai,,,
655224,Landing Page Submission,Direct Traffic,,Unreachable,0,4,4,74.67,SMS Sent,26-07-2016 12:15,26-07-2016 8:17,,Media and Advertising,,
655211,API,Olark Chat,,Qualified,20,0,0,0,Olark Chat Conversation,26-07-2016 11:16,,,Select Specialization,MAT,Unemployed
655206,API,Referral Sites,,Unreachable,0,4,2,582.5,Email Opened,29-07-2016 11:56,26-07-2016 8:36,Mumbai,,,
655192,Landing Page Submission,Google,PLEASE CALL ME I NEED TO  KNOW MORE ABOUT THE SELECTED FIELD,Unreachable,0,4,4,414,Olark Chat Conversation,26-07-2016 8:15,26-07-2016 8:01,Mumbai,E-Business,,
655191,API,Olark Chat,,Unreachable,0,0,0,0,Email Link Clicked,8/8/16 17:46,,,Select Specialization,MAT,Unemployed
655175,Lead Add Form,Reference,,Qualified,20,0,0,0,Email Opened,28-07-2016 18:04,,,Finance Management,MAT,Unemployed
655165,Landing Page Submission,Direct Traffic,,Qualified,180,5,2.5,138.33,Email Opened,8/8/16 8:10,26-07-2016 7:38,Nashik,Marketing Management,MAT,Working Professional
655162,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,33,Email Opened,28-07-2016 10:02,26-07-2016 7:36,Thane,"Banking, Investment And Insurance",,
655160,API,Referral Sites,,Unreachable,0,5,5,177,Olark Chat Conversation,26-07-2016 7:51,26-07-2016 7:47,Mumbai,,,
655159,Landing Page Submission,Google,,Unreachable,0,4,4,285,Email Opened,27-07-2016 12:45,26-07-2016 7:48,Mumbai,Operations Management,MAT,Unemployed
655156,Landing Page Submission,Direct Traffic,,Unreachable,0,4,4,407,Email Opened,5/8/16 15:11,26-07-2016 7:36,Hyderabad,Finance Management,,
655154,API,Olark Chat,,Not Interested,0,0,0,0,Email Opened,26-07-2016 8:53,,,Select Specialization,MAT,Unemployed
655140,Landing Page Submission,Google,kindly help me out with course and fee structure,Unreachable,0,3,3,105,SMS Sent,27-07-2016 5:32,26-07-2016 7:27,,Marketing Management,MAT,Unemployed
655134,API,Organic Search,,Unreachable,0,2,2,188,Converted to Lead,26-07-2016 7:45,26-07-2016 7:45,Chandrapur,,,
655133,Landing Page Submission,Direct Traffic,,Qualified,180,4,4,32.33,Email Opened,8/8/16 15:59,26-07-2016 7:23,Singapore,Supply Chain Management,MAT,Unemployed
655128,API,Organic Search,,Unreachable,0,5,5,237.6,Email Link Clicked,4/8/16 7:33,26-07-2016 7:33,Mumbai,,,
655125,Landing Page Submission,Google,,Unreachable,0,4,4,132.33,Olark Chat Conversation,26-07-2016 7:53,26-07-2016 7:23,Mumbai,Hospitality Management,,
655122,API,Google,,Qualified,90,3,3,113.5,Email Opened,8/8/16 16:47,26-07-2016 7:18,Mumbai,Retail Management,MAT,Working Professional
655119,Landing Page Submission,Organic Search,,Unreachable,0,3,3,440,Email Opened,3/8/16 7:30,26-07-2016 7:29,Mumbai,Finance Management,,
655111,Lead Add Form,Welingak Website,,Qualified,30,0,0,0,Email Opened,26-07-2016 13:52,,,Select Specialization,MAT,Unemployed
655103,API,Referral Sites,,Unreachable,0,3,3,251.67,Email Opened,2/8/16 10:45,26-07-2016 7:15,Mumbai,,,
655091,API,Organic Search,,Not Interested,0,3,3,150,Converted to Lead,26-07-2016 7:10,26-07-2016 7:10,Ernakulam,,,
655079,API,Google,,Unreachable,0,2,1,234,Email Opened,1/8/16 6:03,26-07-2016 7:23,Mumbai,,,
655078,Landing Page Submission,Direct Traffic,,Unreachable,0,4,4,67.33,Email Opened,2/8/16 6:08,26-07-2016 6:56,Kanpur,E-COMMERCE,MAT,Unemployed
655077,API,Google,,Unreachable,0,2,1,0,Email Opened,4/8/16 17:26,26-07-2016 7:26,Mumbai,,,
655075,Lead Add Form,Reference,,Closed,0,0,0,0,Email Opened,26-07-2016 11:14,,,Hospitality Management,MAT,Unemployed
655071,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,26-07-2016 7:24,,,,,
655068,Landing Page Submission,Google,I want to know about MBA (pharma management ),Unreachable,0,3,3,61,Email Opened,8/8/16 8:11,26-07-2016 6:49,Delhi,Hospitality Management,MAT,Unemployed
655065,Landing Page Submission,Google,I want to know about MBA in Finance Part Time,Unreachable,0,5,5,314.8,Email Opened,29-07-2016 13:48,26-07-2016 6:49,Mumbai,Finance Management,,
655061,API,Google,,Qualified,40,4,1.33,350.5,Email Opened,3/8/16 12:02,2/8/16 8:46,Duluth,Select Specialization,MAT,Unemployed
655036,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,26-07-2016 6:46,,,,,
655025,API,Olark Chat,,Qualified,20,0,0,0,Email Opened,27-07-2016 7:53,,,,,
655024,Landing Page Submission,Organic Search,,Unreachable,0,4,2,103,Email Link Clicked,2/8/16 15:32,31-07-2016 15:06,Mumbai,Finance Management,MAT,Unemployed
655021,API,Google,,Unreachable,0,7,7,432.14,Email Opened,8/8/16 14:52,26-07-2016 6:42,Mumbai,,,
655011,API,Referral Sites,,Not Interested,0,11,5.5,179,Email Opened,27-07-2016 10:03,26-07-2016 7:03,Mumbai,Select Specialization,MAT,Unemployed
655005,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,302.5,Email Opened,1/8/16 6:35,26-07-2016 6:12,Mumbai,Finance Management,MAT,Unemployed
654971,Landing Page Submission,Organic Search,,Unreachable,0,11,3.67,60.88,Email Opened,3/8/16 12:11,27-07-2016 10:47,New Delhi,Supply Chain Management,MAT,Unemployed
654968,Landing Page Submission,Google,hi,Unreachable,0,5,5,284.6,Unreachable,27-07-2016 11:35,26-07-2016 5:54,Mumbai,Business Administration,MAT,Unemployed
654955,Landing Page Submission,Google,kindly provide details for bot regular and corresponding courses with fee details,Unreachable,0,3,3,175.5,Unreachable,27-07-2016 11:27,26-07-2016 5:51,Mumbai,Marketing Management,MAT,Unemployed
654947,API,Olark Chat,,Junk Lead,0,0,0,0,Olark Chat Conversation,26-07-2016 5:45,,,,,
654934,Landing Page Submission,Google,Hi..i want to know about fees of this management course and duration. bcoz i m a job person so i can manage my time and special about fees....,Unreachable,0,2,2,5,Olark Chat Conversation,7/8/16 1:21,26-07-2016 5:29,Mumbai,Operations Management,,
654918,Landing Page Submission,Direct Traffic,,Closed,0,2,2,11,Form Submitted on Website,28-07-2016 8:55,26-07-2016 5:17,Mumbai,Finance Management,,
654914,Landing Page Submission,Direct Traffic,,Junk Lead,0,5,5,287.6,Email Opened,3/8/16 14:10,26-07-2016 5:35,Mumbai,Finance Management,MAT,Unemployed
654909,API,Olark Chat,,Qualified,30,0,0,0,Email Opened,28-07-2016 16:15,,,Select Specialization,MAT,Unemployed
654908,API,Organic Search,,Unreachable,0,3,3,368,Unreachable,30-07-2016 10:38,26-07-2016 5:25,,Select Specialization,MAT,Unemployed
654894,Landing Page Submission,Organic Search,,Qualified,40,3,3,325.33,Email Opened,27-07-2016 18:42,26-07-2016 5:05,Pune,Media and Advertising,MAT,Working Professional
654886,API,Google,,Lost,0,8,2.67,234.4,Email Opened,6/8/16 6:26,26-07-2016 5:48,Delhi,Select Specialization,MAT,Unemployed
654869,Landing Page Submission,Google,Would like to do my mba now,Qualified,0,3,3,23.5,Olark Chat Conversation,26-07-2016 4:52,26-07-2016 4:45,Mumbai,Select Specialization,MAT,Unemployed
654842,Landing Page Submission,Direct Traffic,,Unreachable,0,3,1.5,3,Email Opened,9/8/16 4:55,26-07-2016 4:20,Kolkata,Operations Management,MAT,Unemployed
654831,Landing Page Submission,Google,,Unreachable,0,7,7,123.83,SMS Sent,26-07-2016 12:15,26-07-2016 4:17,Mumbai,Finance Management,,
654822,Landing Page Submission,Google,Need MBA Distance or Online,Unreachable,0,2,1,0,Converted to Lead,26-07-2016 15:00,26-07-2016 15:00,Pune,Marketing Management,,
654809,Landing Page Submission,Organic Search,,Unreachable,0,6,6,85.4,Email Opened,8/8/16 3:49,26-07-2016 3:39,Amli,Human Resource Management,,
654786,Landing Page Submission,Organic Search,,Unreachable,0,6,3,136,Email Opened,30-07-2016 5:37,26-07-2016 3:12,,Rural and Agribusiness,,
654724,API,Google,,Not Eligible,0,2,2,174,Email Link Clicked,3/8/16 19:06,25-07-2016 19:24,Mumbai,,,
654712,Landing Page Submission,Google,,Unreachable,0,4,4,292,Email Bounced,25-07-2016 19:19,25-07-2016 19:18,Pune,IT Projects Management,MAT,Unemployed
654703,API,Organic Search,,Unreachable,0,7,3.5,68.2,Email Opened,8/8/16 7:13,25-07-2016 18:48,Bangalore,Select Specialization,MAT,Unemployed
654659,API,Organic Search,,Unreachable,0,2,2,262,Email Opened,27-07-2016 8:52,25-07-2016 17:59,Ulhasnagar,Select Specialization,MAT,Unemployed
654613,Landing Page Submission,Direct Traffic,,Not Eligible,0,3,1.5,6,Email Opened,2/8/16 4:37,25-07-2016 17:11,navi mumbai,Supply Chain Management,MAT,Unemployed
654594,Landing Page Submission,Direct Traffic,,Closed,0,7,3.5,37.6,Email Opened,6/8/16 15:26,25-07-2016 17:03,Thane,Finance Management,,
654579,Landing Page Submission,Direct Traffic,,Unreachable,0,2,2,5,Email Opened,30-07-2016 17:27,25-07-2016 16:21,Jaipur,E-COMMERCE,,
654576,API,Google,I wanted to do a course specializing human resource,Qualified,20,3,3,130,Form Submitted on Website,25-07-2016 16:38,25-07-2016 16:24,Mumbai,Human Resource Management,MAT,Unemployed
654574,Landing Page Submission,Organic Search,,Unreachable,0,7,7,44.33,SMS Sent,26-07-2016 4:46,25-07-2016 16:20,Mumbai,Travel and Tourism,,
654572,API,Google,,Junk Lead,0,1,1,0,Converted to Lead,25-07-2016 16:16,25-07-2016 16:16,Delhi,Select Specialization,MAT,Unemployed
654567,Landing Page Submission,Referral Sites,,Qualified,240,5,5,215.2,Email Opened,8/8/16 12:53,25-07-2016 16:09,Gurgaon,Marketing Management,MAT,Working Professional
654528,API,Olark Chat,,Junk Lead,0,0,0,0,Email Opened,30-07-2016 12:03,,,,,
654525,API,Organic Search,,Qualified,120,9,9,140,Email Opened,4/8/16 16:29,25-07-2016 15:51,Mumbai,Select Specialization,MAT,Unemployed
654519,Landing Page Submission,Organic Search,,Qualified,140,13,6.5,131.55,Email Opened,8/8/16 14:04,3/8/16 12:12,Bengaluru,E-COMMERCE,MAT,Unemployed
654499,API,Organic Search,,Unreachable,0,3,3,232,Email Opened,2/8/16 12:03,25-07-2016 15:24,Mumbai,,,
654492,API,Organic Search,,Qualified,50,6,6,193,Email Opened,30-07-2016 20:42,25-07-2016 15:29,,Travel and Tourism,MAT,Unemployed
654491,API,Olark Chat,,Junk Lead,0,0,0,0,Email Opened,26-07-2016 5:50,,,,,
654482,API,Organic Search,,Junk Lead,0,1,1,0,Converted to Lead,25-07-2016 15:11,25-07-2016 15:11,Mumbai,,,
654479,Landing Page Submission,Google,"Details of course,fees structure and total fees,which university,batch starting from",Unreachable,0,4,4,3.33,Email Opened,27-07-2016 12:27,25-07-2016 15:08,Mumbai,Marketing Management,,
654471,API,Olark Chat,,Qualified,60,5,1.67,405.5,Email Opened,4/8/16 5:30,,Mumbai,"Banking, Investment And Insurance",MAT,Unemployed
654469,API,Referral Sites,,Unreachable,0,3,3,135,SMS Sent,27-07-2016 7:06,25-07-2016 15:03,Kozhikode,Select Specialization,MAT,Unemployed
654456,API,Google,,Unreachable,0,2,2,530,Email Opened,26-07-2016 4:53,25-07-2016 14:47,Mumbai,,,
654453,Landing Page Submission,Google,,Qualified,0,1,1,0,Converted to Lead,25-07-2016 14:44,25-07-2016 14:44,Mumbai,Operations Management,MAT,Unemployed
654441,API,Google,,Qualified,40,3,3,369.5,Email Opened,26-07-2016 12:43,25-07-2016 14:49,Mumbai,Select Specialization,MAT,Unemployed
654434,Landing Page Submission,Google,,Qualified,120,9,9,95.5,Email Opened,4/8/16 4:48,25-07-2016 14:41,Mumbai,Finance Management,MAT,Student
654429,Landing Page Submission,Google,,Unreachable,0,3,3,76,Email Opened,3/8/16 11:05,25-07-2016 14:28,Mumbai,Business Administration,,
654415,Landing Page Submission,Google,.,Unreachable,0,4,4,39,Email Opened,5/8/16 11:39,25-07-2016 14:19,Mumbai,IT Projects Management,MAT,Unemployed
654395,Landing Page Submission,Direct Traffic,,Closed,0,3,1.5,10,Email Opened,8/8/16 14:07,25-07-2016 14:05,Mumbai,Finance Management,,
654393,Landing Page Submission,Google,i wanted to enquire about MBA in IT i have completed my graduation in BSCIT this year itself and m currently working in an IT company so wanted to do part time MBA in IT,Unreachable,0,6,6,157.6,SMS Sent,26-07-2016 12:15,25-07-2016 14:11,,IT Projects Management,,
654352,Landing Page Submission,Google,Is there any part-time mba course available for data analyst,Unreachable,0,5,5,95,Email Opened,4/8/16 16:39,25-07-2016 13:36,Mumbai,IT Projects Management,,
654342,API,Organic Search,,Unreachable,0,1,1,0,Converted to Lead,25-07-2016 13:26,25-07-2016 13:26,Hyderabad,Select Specialization,MAT,Unemployed
654326,API,Olark Chat,banking courses,Qualified,150,7,3.5,279,Email Opened,8/8/16 7:28,,Mumbai,"Banking, Investment And Insurance",MAT,Student
654319,Landing Page Submission,Direct Traffic,,Junk Lead,0,1,1,0,Email Bounced,25-07-2016 13:05,25-07-2016 13:03,Mumbai,Finance Management,,
654317,Landing Page Submission,Google,Looking for Part Time MBA in IT,Unreachable,0,7,7,104.71,Email Opened,28-07-2016 13:14,25-07-2016 13:04,Mumbai,IT Projects Management,,
654316,API,Olark Chat,,Not Interested,0,0,0,0,Olark Chat Conversation,25-07-2016 1:47,,,Select Specialization,MAT,Unemployed
654314,API,Organic Search,,Qualified,50,5,5,171.75,Converted to Lead,25-07-2016 13:17,25-07-2016 13:17,Pune,Select Specialization,MAT,Unemployed
654291,Landing Page Submission,Google,Please give te details of MBA Marketing .,Unreachable,0,3,3,60,Email Opened,2/8/16 11:33,25-07-2016 12:45,Mumbai,Marketing Management,,
654283,API,Organic Search,,Not Interested,0,3,3,530,Email Opened,28-07-2016 8:58,25-07-2016 12:56,New Delhi,Select Specialization,MAT,Unemployed
654278,API,Organic Search,,Junk Lead,0,13,13,176,Olark Chat Conversation,1/8/16 9:51,25-07-2016 12:46,Mumbai,Select Specialization,MAT,Unemployed
654275,Landing Page Submission,Google,,Qualified,70,6,3,101,Page Visited on Website,28-07-2016 12:16,28-07-2016 11:30,Mumbai,Finance Management,MAT,Unemployed
654254,Landing Page Submission,Organic Search,,Unreachable,0,2,2,236,Converted to Lead,25-07-2016 12:24,25-07-2016 12:24,Jamnagar,Travel and Tourism,,
654246,API,Google,,Qualified,60,3,3,251.67,Email Opened,30-07-2016 6:52,25-07-2016 12:25,Thane,Select Specialization,MAT,Unemployed
654224,API,Google,,Not Interested,0,2,2,237,Page Visited on Website,26-07-2016 6:14,25-07-2016 12:04,Mumbai,Select Specialization,MAT,Unemployed
654218,Landing Page Submission,Google,plse connect me as soon as possibe early,Unreachable,0,7,2.33,55.75,Email Opened,4/8/16 4:56,25-07-2016 11:57,Mumbai,Marketing Management,MAT,Unemployed
654173,Lead Import,Facebook,,Qualified,0,,,,,,,,Select Specialization,MAT,Unemployed
654174,Lead Import,Facebook,,Unreachable,0,0,0,0,Email Opened,3/8/16 13:16,,,Select Specialization,MAT,Unemployed
654175,Lead Import,Facebook,,Unreachable,0,,,,,,,,Select Specialization,MAT,Unemployed
654176,Lead Import,Facebook,,Unreachable,0,0,0,0,Email Opened,4/8/16 2:51,,,Select Specialization,MAT,Unemployed
654177,Lead Import,Facebook,,Unreachable,0,,,,,,,,Select Specialization,MAT,Unemployed
654178,Lead Import,Facebook,,Unreachable,0,,,,,,,,Select Specialization,MAT,Unemployed
654179,Lead Import,Facebook,,Unreachable,0,,,,,,,,Select Specialization,MAT,Unemployed
654181,Lead Import,Facebook,,Unreachable,0,,,,,,,,Select Specialization,MAT,Unemployed
654182,Lead Import,Facebook,,Unreachable,0,,,,,,,,Select Specialization,MAT,Unemployed
654183,Lead Import,Facebook,,Unreachable,0,0,0,0,Email Opened,7/8/16 14:07,,,Select Specialization,MAT,Unemployed
654184,Lead Import,Facebook,,Not Interested,0,0,0,0,Email Opened,25-07-2016 13:43,,,Select Specialization,MAT,Unemployed
654185,Lead Import,Facebook,,Qualified,0,,,,,,,,Select Specialization,MAT,Unemployed
654186,Lead Import,Facebook,,Unreachable,0,,,,,,,,Select Specialization,MAT,Unemployed
654187,Lead Import,Facebook,,Qualified,0,,,,,,,,Healthcare Management,MAT,Unemployed
654188,Lead Import,Facebook,,Unreachable,0,0,0,0,Email Opened,25-07-2016 22:04,,,Select Specialization,MAT,Unemployed
654189,Lead Import,Facebook,,Qualified,30,0,0,0,Email Opened,6/8/16 6:32,,,International Business,MAT,Unemployed
654190,Lead Import,Facebook,,Unreachable,0,,,,,,,,Select Specialization,MAT,Unemployed
654191,Lead Import,Facebook,,Unreachable,0,0,0,0,Email Opened,7/8/16 12:40,,,Select Specialization,MAT,Unemployed
654192,Lead Import,Facebook,,Unreachable,0,,,,,,,,Select Specialization,MAT,Unemployed
654170,Lead Add Form,Reference,,Closed,0,1,1,0,Email Link Clicked,27-07-2016 11:41,,,E-Business,MAT,Unemployed
654167,Landing Page Submission,Organic Search,,Unreachable,0,6,6,81.4,Email Opened,5/8/16 12:01,25-07-2016 11:46,Bengaluru,Travel and Tourism,MAT,Unemployed
654143,API,Referral Sites,,Not Eligible,0,3,3,213,Email Opened,25-07-2016 11:43,25-07-2016 11:30,Mumbai,,,
654136,Lead Add Form,Welingak Website,,Qualified,0,0,0,0,SMS Sent,25-07-2016 11:24,,,Healthcare Management,MAT,Unemployed
654128,API,Google,,Unreachable,0,3,3,107.33,Email Opened,2/8/16 12:03,25-07-2016 11:15,Thane,,,
654123,API,Direct Traffic,,Not Eligible,0,5,1.67,458,Page Visited on Website,3/8/16 7:59,25-07-2016 11:15,Vasai,Select Specialization,MAT,Unemployed
654116,API,Referral Sites,,Qualified,50,4,4,177.33,Email Opened,6/8/16 16:50,25-07-2016 11:13,Mumbai,Select Specialization,MAT,Unemployed
654115,API,Google,want to know about MBA,Qualified,20,3,3,142.67,Email Link Clicked,25-07-2016 11:10,25-07-2016 11:04,Mumbai,Marketing Management,MAT,Unemployed
654101,Landing Page Submission,Google,Hello sir...would like to know about the course in detail.,Unreachable,0,4,4,111.33,Email Opened,28-07-2016 15:07,25-07-2016 11:00,Mumbai,Human Resource Management,,
654099,API,Olark Chat,,Qualified,0,0,0,0,Olark Chat Conversation,25-07-2016 10:59,,,,,
654095,API,Google,,Not Interested,0,2,2,136.5,Email Opened,27-07-2016 7:42,25-07-2016 10:54,Mumbai,Select Specialization,MAT,Unemployed
654093,API,Google,,Unreachable,0,4,4,275.75,Email Opened,29-07-2016 11:24,25-07-2016 11:06,Mumbai,Select Specialization,MAT,Unemployed
654061,Landing Page Submission,Direct Traffic,Can you please provide MCOM admission details,Qualified,10,2,2,10,Email Opened,26-07-2016 14:19,25-07-2016 10:37,Mumbai,"Banking, Investment And Insurance",MAT,Unemployed
654051,Landing Page Submission,Google,Admission process,Qualified,50,3,1.5,289.5,Email Opened,29-07-2016 17:46,25-07-2016 10:33,Siuri,Marketing Management,MAT,Unemployed
654040,Landing Page Submission,Google,,Unreachable,0,5,5,92.25,Email Opened,5/8/16 7:25,25-07-2016 10:27,Mumbai,Human Resource Management,,
654027,API,Google,I am graduate frm commerce  Now i would like to study further in marketing management,Qualified,80,9,3,199,Email Opened,25-07-2016 11:44,25-07-2016 10:23,Mumbai,Marketing Management,MAT,Unemployed
654026,API,Google,,Not Interested,0,3,3,157,Email Opened,29-07-2016 9:52,25-07-2016 10:21,Mumbai,Select Specialization,MAT,Unemployed
654022,Landing Page Submission,Google,I m graduate and want to do my mba for better carrer,Unreachable,0,7,7,260.17,Email Opened,8/8/16 10:19,25-07-2016 10:15,Mumbai,Finance Management,,
654018,API,Olark Chat,,Qualified,10,0,0,0,Email Opened,28-07-2016 12:04,,,Human Resource Management,MAT,Working Professional
654001,Lead Add Form,Reference,,Qualified,10,0,0,0,Email Link Clicked,25-07-2016 10:03,,,Operations Management,MAT,Unemployed
